Job Title,Job Description
Data Scientist,"Responsibilities

Take ownership of the ML model end-to-end - from data collection to model building to scaling out the prototype to very large datasets and building tools to monitor the model in production

(ref:iimjobs.com)"
Data Scientist,"About PayU

PayU, a leading payment and Fintech company in 50+ high-growth markets throughout Asia, Central and Eastern Europe, Latin America, the Middle East and Africa, part of Prosus group, one of the largest technology investors in the world is redefining the way people buy and sell online for our 300.000 + merchants and millions of consumers.

As a leading online payment service provider, we deploy more than 400 payment methods and PCI-certified platforms to process approximately 6 million payments every single day.

Thinking of becoming a PayUneer and you are curious to know more about us? Read more about the life in PayU here



At PayU, we are a global fintech investor and our vision is to build a world without financial borders where everyone can prosper. We give people in high-growth markets the financial services and products they need to thrive. Our expertise in 18 high-growth markets enables us to extend the reach of financial services. This drives everything we do, from investing in technology entrepreneurs, to offering credit to underserved individuals, to helping merchants buy, sell and operate online. Being part of Prosus, one of the largest technology investors in the world, gives us the presence and expertise to make a real impact. Find out more www.payu.com


As a global and multi-cultural organization with varied ethnicities thriving across locations, we realize that our responsibility towards fulfilling the D&I commitment is huge. Therefore, we continuously strive to create a diverse, inclusive and safe environment, for all of our people, communities and customers. Our leaders are committed to create an inclusive work culture which enables transparency, flexibility and unbiased attention to each and every PayUneer so they can succeed, irrespective of gender, color or personal faith. An environment where every person feels they belong, that they are listened to, and where they are empowered to speak up. At PayU we have zero tolerance towards any form of prejudice whether a specific race, ethnicity, or of persons with disabilities or the LGBTQ communities."
Data Scientist,"Techwave is a leading global systems integrator revolutionizing digital transformations, headquartered in Houston, TX, USA. We believe in enabling clients to maximize their potential and achieve a greater market with a wide array of technology services, including, but not limited to, Enterprise Business Services, Cloud, Product Engineering, Application Modernization and Development, Analytics, Engineering Services, and the Internet of things (IoT).


Data Scientist


: Permanent

Hyderabad


We are looking to hire an experienced data scientist who can help in building advanced analytics and cognitive/ AI solutions. He/ she must be an experienced hands-on expert and must have experience in building solutions/ POC’s for customers during pre-sales and delivery."
Data Scientist,"Required Skills: Data Science, Machine Learning, Deep Learning, Python, NLP

Desired Skills: Computer Vision

Roles And Responsibilities




Come up with innovative algorithms and solutions"
Data Scientist,"Location: Dubai, UAE (We provide visa sponsorship & relocation assistance)

Annual Base Salary range of $75,000 - $100,000 per annum + performance-based bonus - 0% tax environment + an opportunity to join our employee share scheme



Cobblestone Energy is an energy trading company specialising in the Great Britain and European wholesale electricity markets. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading.

We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country, and growing every day. In doing so, we help to balance the electricity grid, lowering the cost to end consumers, and aiding the transition to a renewable future. Technology and risk management form the backbone of our business.

At Cobblestone Energy, we are a diverse team of over 50 people from 20+ nationalities - we believe in hiring extraordinary talent from all around the world. Our flat organizational structure helps us in giving our team members complete ownership of the work and ensures ideas come from every level. We believe in providing unlimited growth opportunities to our people alongside constant feedback and support, which allows us to cover our vulnerabilities and grow as a team in new and interesting ways. With the right performance and potential, you could be managing the power desk for an entire country within eighteen months in your role. Come join our dream team!







We are seeking a highly motivated and talented Data Scientist to join our dynamic team. With a passion for data-driven solutions and a strong academic background, the successful candidate will play a key role in supporting our business decisions and driving operational efficiencies through the use of advanced analytics and predictive modelling techniques.







This is an outstanding opportunity for a driven and talented Data Scientist to join a market-leading power trading company and make a significant impact on our business operations. If you possess a passion for data science and a proven track record of success, we encourage you to apply.

Note: While previous work experience in the power trading domain is highly desirable, it is not a requirement for this role."
Data Scientist,"Apply Now

Requirements 3 - 5 years of experience Qualification Bachelor's Degree in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, Applied Statistics, Econometrics, Operations Research etc.) Pre-Requisites

Job Description

,


This job is provided by Shine.com"
Data Scientist,"Education/ Experience And Skill Requirement

4-6 years of relevant experience in:

Essential Skills






As part of the Data Science practice, you will be involved with projects which generate data-driven predictions and insights by designing, implementing and testing data science based solutions."
Data Scientist,"Job Description & Summary

Identify valuable data sources and automate collection processes

Roles & Responsibilities"
Data Scientist,"About Us

Aikon Labs Pvt Ltd is a start-up focused on Realizing Ideas. One such idea is iEngage.io , our Intelligent Engagement Platform. We leverage Augmented Intelligence, a combination of machine-driven insights & human understanding, to serve a timely response to every interaction from the people you care about.

Get in touch If you are interested.

Do you have a passion to be a part of an innovative startup? Here’s an opportunity for you - become an active member of our core platform development team.

Main Duties

Natural Language Understanding & implement them if useful

Role & Relationships

We consider ourselves a team & you will be a valuable part of it. You could be reporting to a Senior member or directly to our Founder, CEO



We don’t discriminate. As long as you have the required skill set & the right attitude



Upto two years of experience, preferably working on ML. Freshers are welcome too!



Good

Even better

Competencies

Location

Pune

Remuneration

Once we meet, we shall make an offer depending on how good a fit you are & the experience you already have Skills:- Machine Learning (ML), Data Structures, Algorithms, Deep Learning, Natural Language Processing (NLP), Python, Scikit-Learn, Flask and RESTful APIs"
Data Scientist,"Posting Title Data Scientist About the Role As a Data Scientist, you'll be analysing big data from very highly trafficked websites and content. You will provide actionable analysis and insight into the behaviour of researchers in both their roles as authors and users of scientific information, as well as general trends in the world of research. You will help drive change that improves their experience with Springer Nature, supporting our purpose to advance discovery. Must Have Skills"
Data Scientist,"About The Job

Zeta Global is looking for an experienced Data Scientist with industry-proven hands-on experience of delivering machine learning to production to solve business problems. To be a good fit to join our AI/ML team, you should ideally:





Zeta Global is a data-powered marketing technology company with a heritage of innovation and industry leadership. Founded in 2007 by entrepreneur David A. Steinberg and John Sculley, former CEO of Apple Inc and Pepsi-Cola, the Company combines the industry’s 3rd largest proprietary data set (2.4B+ identities) with Artificial Intelligence to

unlock consumer intent, personalize experiences and help our clients drive business growth.

Our technology runs on the Zeta Marketing Platform, which powers ‘end to end’ marketing programs for some of the world’s leading brands. With expertise encompassing all digital marketing channels – Email, Display, Social, Search and Mobile – Zeta orchestrates acquisition and engagement programs that deliver results that are scalable,

repeatable and sustainable.

Zeta Global is an Equal Opportunity/Affirmative Action employer and does not discriminate on the basis of race, gender, ancestry, color, religion, sex, age, marital status, sexual orientation, gender identity, national origin, medical condition, disability, veterans status, or any other basis protected by law.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Zeta Global Recognized in Enterprise Marketing Software and Cross-Channel Campaign Management Reports by Independent Research Firm

https://www.prnewswire.com/news-releases/zeta-global-opens-ai--data-labs-in-san-francisco-and-nyc300945353.html

https://www.prnewswire.com/news-releases/zeta-global-recognized-in-enterprise-marketing-software-and-crosschannel-campaign-management-reports-by-independent-research-firm-300938241.htm"
Data Scientist,"Key Responsibilities

Architecting end-to-end prediction pipelines and managing them
Scoping projects and mentoring 2-4 people
Owning parts of the AI and data infrastructure of the organization

What are we looking for


(ref:hirist.com)"
Data Scientist,"About Us

At ExxonMobil, our vision is to lead in energy innovations that advance modern living and a net-zero future. As one of the world’s largest publicly traded energy and chemical companies, we are powered by a unique and diverse workforce fueled by the pride in what we do and what we stand for.

The success of our Upstream, Product Solutions and Low Carbon Solutions businesses is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies.

We invite you to bring your ideas to ExxonMobil to help create sustainable solutions that improve quality of life and meet society’s evolving needs. Learn more about and how we can .


We are looking to hire candidates to work on challenging engineering, geological and commercial problems that focus on exploration, development, production, marketing and transportation of hydrocarbons. A successful candidate would understand a problem in oil and gas space (both commercially/economically and technically), be able to formulate the problem in a solvable way, using application of engineering, numerical, data science and programming skills to tackle a range of problems in the oil and gas industry









An ExxonMobil career is one designed to last. Our commitment to you runs deep our employees grow personally and professionally, with benefits built on our core categories of health, security, finance and life. We offer you:


Please note benefits may change from time to time without notice, subject to applicable laws. The benefits programs are based on the Company’s eligibility guidelines.




ExxonMobil is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin or disability status.


ExxonMobil does not use recruiting or placement agencies that charge candidates an advance fee of any kind (e.g., placement fees, immigration processing fees, etc.). Follow the LINK to understand more about recruitment scams in the name of ExxonMobil.

Nothing herein is intended to override the corporate separateness of local entities. Working relationships discussed herein do not necessarily represent a reporting connection, but may reflect a functional guidance, stewardship, or service relationship.

Exxon Mobil Corporation has numerous affiliates, many with names that include ExxonMobil, Exxon, Esso and Mobil. For convenience and simplicity, those terms and terms like corporation, company, our, we and its are sometimes used as abbreviated references to specific affiliates or affiliate groups. Abbreviated references describing global or regional operational organizations and global or regional business lines are also sometimes used for convenience and simplicity. Similarly, ExxonMobil has business relationships with thousands of customers, suppliers, governments, and others. For convenience and simplicity, words like venture, joint venture, partnership, co-venturer, and partner are used to indicate business relationships involving common activities and interests, and those words may not indicate precise legal relationships."
Data Scientist,"Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies."
Data Scientist,"The Candidate Must Demonstrate Proficiency In

Statistics, Machine Learning concepts and tools (R, Python, IBM SPSS)
Deep Learning concepts and tool (LSTM, CNN and Tensorflow/Keras), Pyspark.

,

This job is provided by Shine.com"
Data Scientist,"The Candidate Must Demonstrate Proficiency In

Statistics, Machine Learning concepts and tools (R, Python, IBM SPSS)
Deep Learning concepts and tool (LSTM, CNN and Tensorflow/Keras), Pyspark.

,

This job is provided by Shine.com"
Data Scientist,"Apply Now

Requirements 3 - 5 years of experience Qualification Bachelor's Degree in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, Applied Statistics, Econometrics, Operations Research etc.) Pre-Requisites

Job Description

,


This job is provided by Shine.com"
Data Scientist,"Exp: 0-3 years; Job Description Autodesk is seeking a Machine Learning Engineer/Data Scientist to join our Sales Data Science team. We build innovative data products and machine learning solutions for Autodesk's sales teams. In this critical role, you will work alongside product development, product managers, and data engineers to tackle fundamental data science models in our Asia-Pacific (APAC) sales region. We prefer to select professionals those who are Certified in their domain from ""Official Certification company's"" like RedHat, Chef Software Inc, Puppet, Docker, Google, Amazon Inc. etc. or authorized training partners like scmGalaxy Inc. DevOpsCertification.co etc."
Data Scientist,"We're living at the dawn of a borderless world, but most people still don't have the tools needed to engage in critical high-trust services including everything from access to financial services, to sharing assets in peer-to-peer marketplaces, and even managing talent. At MetaMap, our work is centered on addressing this gap by building an identity data protocol that surfaces merits in the form of legal, financial, and work data. We're energized by the unlimited potential that comes from this collective coordination, the removal of barriers to access, and the future we're building towards — one that is interconnected and equitable.



You would be joining our team as a Machine Learning Engineer to ship product improvements involving ML, from understanding the data to implementing the solution and deploying it in production. You will work as part of a cross-functional product team (product manager, ML engineer(s), ML platform engineer(s), backend, frontend, and QA) to directly have an impact on business objectives. ML engineers at MetaMap work on a range of topics, with a focus on computer vision: document classification, face recognition, video liveness detection, OCR, and document reading. We use PyTorch for our models and deploy our ML API using docker, kubernetes and rabbitmq."
Data Scientist,"Exp: 5-8 years; DATA SCIENTIST /ANALYTICS ENGINEER - Machine Learning/Predictive Modeling Functional Area Analytics & Business Intelligence Job Code SUNDS01 Job Profile This role is for SunTecs Data Analytics Division.Responsible for contributing to the design, implementation and maintenance of new software algorithms of our platform. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. He/she will help transform our clients' data into tangible business value by analysing information, communicating outcomes and collaborating on product development. Responsibilities Assess the effectiveness and accuracy of new data sources and data gathering techniques. Define technical roadmap and work on cutting edge technology in predictive modelling, machine learning and neural networks. Implement efficient data structures to enable faster machine learning models. Participate actively in detailed design, code reviews, bug/issue triage with feature teams and support well informed decisions towards engineering, customer and business goals. Handle end to end project/product techno-functional solutions independently and provide guidance to other team members Analyse Open-source data and associated web-scraping techniques. Proven communication skills in in English and solid writing, MIS, communication, time management and multi-tasking skills Tell engaging and insightful stories with data, effectively demonstrating knowledge, expertise and real world applications. Collaborating with engineering teams to develop prototypes and software products that can be deployed across varied environments (e.g. cloud, on-premises, devices, etc.) Perform high-level analysis of any new requirements/change requests to the solution from a technical standpoint. Role Requirements 5 Years' experience on Artificial Intelligence/ Machine Learning /Deep Learning Hands on experience with Tableau, Anaconda, Sublime text & Eclipse Hands on experience with AWS and Google cloud, Jenkins, and setting up continuous integration / continuous deployment. Experience working in predictive models, data models, financial models, and machine learning models. Experience with B2B business data analysis, B2B financial data analysis and demographic data analytics. Experience with developing software in R, and Python. Experience in working on live Data Science projects. Have strong contributions in development communities, open source projects, or forums. Proven interpersonal skills while contributing to team effort by accomplishing related results as needed"
Data Scientist,"Nextalytics is an offshore research, development and consulting company based in India that focuses on high quality and cost effective software development and data science solutions. At Nextalytics, we have developed a culture that encourages employees to be creative, innovative, and playful. We reward intelligence, dedication and out-of-the-box thinking; if you have these, Nextalytics will be the perfect launch pad for your dreams. Nextalytics is looking for smart, driven and energetic new team members. Skills:- R, Artificial Neural Networks, UIMA, Python, Big Data, Hadoop, Machine Learning (ML) and Natural Language Processing (NLP)"
Data Scientist,"Role And Responsibilities
Execute data mining projects, training and deploying models over a typical duration of 2 -12 months.
The ideal candidate should be able to innovate, analyze the customer requirement, develop a solution in the time box of the project plan, execute and deploy the solution.



Candidates must meet ALL of the following qualifications:



Any of the following extra qualifications will make a candidate more competitive:



FogHorn is a leading developer of “edge intelligence” software for industrial and commercial IoT application solutions. FogHorn’s Lightning software platform brings the power of advanced analytics and machine learning to the on-premise edge environment enabling a new class of applications for advanced monitoring and diagnostics, machine performance optimization, proactive maintenance and operational intelligence use cases. FogHorn’s technology is ideally suited for OEMs, systems integrators and end customers in manufacturing, power and water, oil and gas, renewable energy, mining, transportation, healthcare, retail, as well as Smart Grid, Smart City, Smart Building and connected vehicle applications.

Press: https://www.foghorn.io/press-room/

Awards: https://www.foghorn.io/awards-and-recognition/

Our Series A round was for $15 million. Our Series B round was for $30 million October 2017. Investors include: Saudi Aramco Energy Ventures, Intel Capital, GE, Dell, Bosch, Honeywell and The Hive.



In 2018, our Data Science Solutions team grew from 4 to 9. We are growing again from 11. We work on revenue generating projects for clients, such as predictive maintenance, time to failure, manufacturing defects. About half of our projects have been related to vision recognition or deep learning. We are not only working on consulting projects but developing vertical solution applications that run on our Lightning platform, with embedded data mining.



Skills:- Data Science, R Programming and Python"
Data Scientist,"At Lilly, we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis, Indiana. Our 35,000 employees around the world work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism. We give our best effort to our work, and we put people first. We’re looking for people who are determined to make life better for people around the world.

PTA Data ScientistAdvanced Analytics And Data SciencesHow would you like a career where you get to use your best analytical skills to make a substantial difference in the well-being of people across the globe? Bring YOUR skills and talents to Lilly and our Advanced Analytics and Data Sciences organization where you’ll have the opportunity to make an impact on the lives of patients. As an innovation driven company, we work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism.Our Advanced Analytical and Data Sciences organization is growing to support the entire Lilly enterprise, from Discovery to Development to Manufacturing and Commercialization of our medicines. To solve the complex problems of a global business and the ever-evolving data and analytics landscape, the organization generally requires advanced degrees in statistics, mathematics, econometrics, operations research and computer science. We are playing a leading role in transforming the way the company discovers and develops new treatments, identifies personalized treatment regimens, drives efficiency in our operations and optimizes our commercialization of new products. We are doing this with an emphasis in the areas of machine learning and artificial intelligence, natural language processing and other approaches to unstructured data, advanced mathematical and predictive modeling, visual analytics and more. Whether you are intrigued by the research and development of new medicines or optimizing our commercialization/business, or driving efficiency into our operations, we have a position for you. You will be encouraged to identify important business problems and to further your own research interests in these areas including presentations and publications at professional meetings. Come join us on our amazing journey to make life better!Key responsibilities include:


of 2

Eli Lilly and Company, Lilly USA, LLC and our wholly owned subsidiaries (collectively “Lilly”) are committed to help individuals with disabilities to participate in the workforce and ensure equal opportunity to compete for jobs. If you require an accommodation to submit a resume for positions at Lilly, please email Lilly Human Resources ( Lilly_Recruiting_Compliance@lists.lilly.com ) for further assistance. Please note This email address is intended for use only to request an accommodation as part of the application process. Any other correspondence will not receive a response.

Lilly does not discriminate on the basis of age, race, color, religion, gender, sexual orientation, gender identity, gender expression, national origin, protected veteran status, disability or any other legally protected status.

#WeAreLilly"
Data Scientist,"Work on challenging problems of creating metrics, analyze data and create visualizations using emotion data for different domains like Market research, UX research and Call Analysis.
Propose and develop solutions independently. Research about state-of-the-art solutions and novel methods to solve analytics problems.




As per company policy.


Entropik Tech is the world's leading Emotion AI company that reads Human Emotions, helping redefine experiences.

In our Mission to Humanize experiences, we have built AI technologies that understand Human Emotions by Facial Expressions, Eye Movement, Voice Tonality and Brainwaves, in a fast and scalable manner.

Our Diverse product portfolio lets you measure experiences across Media, Digital & Shopper interactions in an accurate and meaningful way.

Entropik Tech provides Emotion Insights to over 150 global brands in CPG, Retail, Media & Publishing, Telecom, and Financial Services industries amongst others. The company has a presence across North America, Europe, Middle East, India and South-East Asia.

https://yourstory.com/2020/09/funding-alert-ai-ana...

Website: http://www.entropiktech.com"
Data Scientist,"Job Description: Be responsible for scaling our analytics capability across all internal disciplines and guide our strategic direction in regards to analytics Organize and analyze large, diverse data sets across multiple platforms Identify key insights and leverage them to inform and influence product strategy Technical Interactions with vendor or partners in technical capacity for scope/ approach & deliverables.

Develops proof of concept to prove or disprove validity of concept. Working with all parts of the business to identify analytical requirements and formalize an approach for reliable, relevant, accurate, efficientreporting on those requirements

Designing and implementing advanced statistical testing for customized problem solving Deliver concise verbal and written explanations of analyses to senior management that elevate findings into strategic recommendations Desired Candidate Profile: MTech / BE / BTech / MSc in CS or Stats or Maths, Operation Research, Statistics, Econometrics or in any quantitative field Experience in using Python, R, SAS



Experience in working with large data sets and big data systems (SQL, Hadoop, Hive, etc.) Keen aptitude for large-scale data analysis with a passion for identifying key insights from data Expert working knowledge in various machine learning algorithms such XGBoost, SVM Etc.

Experience in Unsecured Loans & SME Loans analytics (cards, installment loans) - risk based pricing analytics Experience in Differential pricing / selection analytics (retail, airlines / travel etc). Experience in Digital product companies or Digital eCommerce with Product mindset and experience

Experience in Fraud / Risk from Banks, NBFC / Fintech / Credit Bureau Experience in Online media with knowledge of media, online ads & sales (agencies) - Knowledge of DMP, DFP, Adobe/Omniture tools, Cloud Experience in Consumer Durable Loans lending companies (Experience in Credit Cards, Personal Loan - optional) Experience in Tractor

Loans lending companies (Experience in Farm) Experience in Recovery, Collections analytics Experience in Marketing Analytics with Digital Marketing, Market Mix modelling, Advertising Technology Skills:- Data Science, R Programming, Python, Machine Learning (ML), Hadoop, SQL server, Linear regression and Predictive modelling"
Data Scientist,"Responsibilities

Study and transform data science prototypes
Research and implement appropriate ML algorithms and tools
Run machine learning tests and experiments



(ref:hirist.com)"
Data Scientist,"Job Description

Analyse, design, develop, deployment and monitoring of complex AI ML solutions. Should be well versed with Python, R, Analytics, AWS Quick Sight, Open-source models and solutions, big data, feature engineering, Elastic search, Mark logic and cloud-infra-architecture. Deep knowledge of NLP, NLU, NLG, NER, Computer Vision, Deep learning, Ontologies, Knowledge Graphs and ML Ops over AWS and other clouds.



Always ready to learn, work on self-development and team's capability development"
Data Scientist,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine learning and research.





,

This job is provided by Shine.com"
Data Scientist,"We are NEORIS ! A s a digital accelerator we help companies step into the future! Currently we are looking for a DATA SCIENTIST CONSULTANT .

Responsibilities







Come and meet us on: http://www.neoris.com , on Facebook, LinkedIn, Twitter, or Instagram @NEORIS.

Priyanka Thakral"
Data Scientist,"Company – HEAL

Location – Bangalore

Status – Full Time

Data Scientist

5+ years

Individual Contributor

MS/BE in CS/EE/Mathematics/Statistics



AT HEAL we are building the next generation AIOps product which can predict upcoming issues in applications running in cloud-native, serverless or host based environments. We are solving cutting edge problems in outlier detection, alert correlation, root-cause-analysis, action recommendation, capacity forecasting etc. using state-of-the-art ML/DL models which can work on both structured and unstructured data. Our models can handle very high volumes of streaming data and perform complex learnings to provide actionable insights in near real time."
Data Scientist,"Job responsibilities of the candidate include Managing IT systems on day to day basis. Installing hardware and software products. Diagnosing faults and provide resolution. Salt Lake City, Kolkata"
Data Scientist,"Responsibilities

Collaborate with the strategy team to develop an understanding of needs.
Research and devise innovative statistical models for data analysis.
Communicate findings to all stakeholders."
Data Scientist,"Role Purpose:

The position is part of Jumio's BI team based in Jaipur, India. As an individual contributor, you will get the chance to work with in an international organization as part of a great team where each and every member’s opinion matters. We have offices in Palo Alto, London, Montreal, Vienna, Singapore, Linz, Jaipur and Udaipur.



The person should be able to work mostly independently, and only need direction and feedback from the team manager when necessary. Utilizes independent judgment when determining methods, techniques, and evaluation criteria. The team manager gives directions and provides answers.






The one who has knowledge about Python programming. Who knows the basics about Azure, REST API etc.






Apart from the technical skills required, we are looking for the following:




IDEAL: Integrity, Diversity, Empowerment, Accountability, Leading Innovation



Jumio is a collaboration of people with different ideas, strengths, interests and cultures. We welcome applications and colleagues from all backgrounds and of all statuses.



Jumio is a B2B technology company dedicated to eradicating online identity fraud, money laundering and other financial crimes to help make the internet safer. We leverage AI, biometrics, machine learning, liveness detection and automation to create solutions that are trusted by leading brands worldwide and respected by industry thought leaders.

Jumio is the leading provider of online identity verification, eKYC and AML solutions. With a global footprint, we’re expanding the team to meet strong client demand across a range of industries including Financial Services, Travel, Sharing Economy, Fintech, Gaming, and others.



We will only use your personal information in connection with Jumio’s application, recruitment, and hiring processes, as described in Jumio’s Applicant Privacy Notice. If you have any questions or comments, please send an email to privacy@jumio.com."
Data Scientist,"Data Scientist - NLP ( US Based Startup )

Responsibilities

Utilizing artificial intelligence and machine learning concepts to solve business problems.



,

This job is provided by Shine.com"
Data Scientist,"Cyient is a global engineering and technology solutions company. As a Design, Build, and Maintain partner for leading organizations worldwide, we take solution ownership across the value chain to help clients focus on their core, innovate, and stay ahead of the curve. We leverage digital technologies, advanced analytics capabilities, and our domain knowledge and technical expertise, to solve complex business problems.

With over 15,000 employees globally, we partner with clients to operate as part of their extended team in ways that best suit their organization’s culture and requirements. Our industry focus includes aerospace and defence, healthcare, telecommunications, rail transportation, semiconductor, geospatial, industrial, and energy.



Responsible for modeling complex business problems, discovering business insights and identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques. In addition to advanced analytics skills, this role is also proficient at integrating and preparing large, varied datasets, architecting specialized database and computing environments, and communicating results.



Advanced Analytics, Algorithms, Datasets, Identifying Opportunities

Cyient is an Equal Opportunity Employer.

Cyient recruits, employs, trains, compensates, and promotes regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, veteran status, and other protected status as required by applicable law. We are proud to be a diverse and inclusive company where our people can focus their whole self on solving problems that matter."
Data Scientist,"Do you want to join the Microsoft Purview team supporting a fast-growing, multi-billion-dollar, data protection, security, risk and compliance business?



The Microsoft Purview Data science and Applied Research Team is bringing innovative advanced intelligence, AI, ML, search and NLP solutions into the Security and Compliance suite supporting hundreds of thousands of companies. With exponentially growing data, expanding to clouds, increasing security incidents, and growing data regulations, companies have a need for advanced intelligent systems to help them protect, govern, manage risk, discover, investigate, and respond with relevant data. Our team delivers the intelligence behind Purview compliance suite for Microsoft 365 customers. These award-winning intelligent technologies provide world class, enterprise data loss prevention, eDiscovery, auditing, information protection, information governance, regulations, and privacy solutions to Microsoft 365 customers both on premises and in the cloud. This suite is applied across customer data assets, all Microsoft workloads and is a revenue and usage growth engine for Microsoft.



We are seeking an experienced Data Scientist who is passionate about leading and pushing forward innovative research for solving complex problems related to compliance scenarios. The candidate should have proven experience of designing and productizing intelligence and machine learning models in large-scale systems.

We support flexibility in choosing fully remote work, fully on-site work, or any balance of the two in between.



Responsibilities:



Required Qualifications:"
Data Scientist,"Location: Dubai, UAE (We provide visa sponsorship & relocation assistance)

Annual Base Salary range of $75,000 - $100,000 per annum + performance-based bonus - 0% tax environment + an opportunity to join our employee share scheme



Cobblestone Energy is an energy trading company specialising in the Great Britain and European wholesale electricity markets. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading.

We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country, and growing every day. In doing so, we help to balance the electricity grid, lowering the cost to end consumers, and aiding the transition to a renewable future. Technology and risk management form the backbone of our business.

At Cobblestone Energy, we are a diverse team of over 50 people from 20+ nationalities - we believe in hiring extraordinary talent from all around the world. Our flat organizational structure helps us in giving our team members complete ownership of the work and ensures ideas come from every level. We believe in providing unlimited growth opportunities to our people alongside constant feedback and support, which allows us to cover our vulnerabilities and grow as a team in new and interesting ways. With the right performance and potential, you could be managing the power desk for an entire country within eighteen months in your role. Come join our dream team!







We are seeking a highly motivated and talented Data Scientist to join our dynamic team. With a passion for data-driven solutions and a strong academic background, the successful candidate will play a key role in supporting our business decisions and driving operational efficiencies through the use of advanced analytics and predictive modelling techniques.







This is an outstanding opportunity for a driven and talented Data Scientist to join a market-leading power trading company and make a significant impact on our business operations. If you possess a passion for data science and a proven track record of success, we encourage you to apply.

Note: While previous work experience in the power trading domain is highly desirable, it is not a requirement for this role."
Data Scientist,"About Fisker Inc.

California-based Fisker Inc. is revolutionizing the automotive industry by developing the most emotionally desirable and eco-friendly electric vehicles on Earth. Passionately driven by a vision of a clean future for all, the company is on a mission to become the No. 1 e-mobility service provider with the world’s most sustainable vehicles. To learn more, visit www.FiskerInc.com – and enjoy exclusive content across Fisker’s social media channels: Facebook, Instagram, Twitter, YouTube and LinkedIn. Download the revolutionary new Fisker mobile app from the App Store or Google Play store."
Data Scientist,"Hi We are Looking foe Data Science AI Professional role for our KPHB, Hyderabad Branch Requirements:
Min 6 months to 1 Year experience in Data Science AI
Need to have proven Experience with Good GitHub profile and projects

Skills:- Natural Language Processing (NLP), Computer Vision and recommendation algorithm"
Data Scientist,"Apply Now

Requirements 3 - 5 years of experience Qualification Bachelor's Degree in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, Applied Statistics, Econometrics, Operations Research etc.) Pre-Requisites

Job Description

,


This job is provided by Shine.com"
Data Scientist,"Key Responsibilities

Develop insights from vast amount of data
Utilize Data mining using open source toolkits
Identifying data commonalties or exclusions to drive data collection - Processing, cleansing, and verifying the integrity of data used for analysis

Key Skills


Prior Work Experience


Qualification - B.Tech or M.Tech

This job opening was posted long time back. It may not be active. Nor was it removed by the recruiter. Please use your discretion.

,

This job is provided by Shine.com"
Data Scientist,"Department Name : Enterprise Solutions

VALUES THAT DEFINE OUR CULTURE

We are unified by the spirit of going above and beyond for our clients and each other. We look to foster a globally inclusive culture, enabling our people to be themselves at work and to join in, be heard, contribute, and grow. We continually seek to expand our workforce with diverse perspectives, backgrounds, and experiences. We recognize that our best ideas can come from anyone, anywhere, at any time and help us provide the best solutions for our clients around the globe.

Our inclusive work environment maximizes our diversity values, engagement, productivity, and ultimately makes FactSet a fun place to work.



The Enterprise Analytics team at FactSet provides actionable insights based on consistent, trusted data through a robust framework of analysis, infrastructure, and visualizations. Our vision is to empower the workforce to make informed decisions that drive value, growth, and efficiency throughout the enterprise.

We are currently looking for a full time Machine Learning Engineer who will be able to understand and analyze the usage of FactSet’s product offering. The successful candidate will apply statistics to data, as well as design, develop and maintain machine learning models to be used for information retrieval and predictive analytics within FactSet’s enterprise environment."
Data Scientist,"We are looking for a Data scientist (ML) Engineer in IoT :

You'll develop, collect, manipulate the data on cloud as well as an Edge.
You'll automate the ML lifecycle.
You will train models from the data collected at Edge inside cloud and deploy it back to Edge."
Data Scientist,"Apply Now

Requirements 3 - 5 years of experience Qualification Bachelor's Degree in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, Applied Statistics, Econometrics, Operations Research etc.) Pre-Requisites

Job Description

,


This job is provided by Shine.com"
